OrderID,CustomerID,ProductID,Quantity,OrderDate,Price,SalesAmount,Month,YearMonth
5465,1619,124,5,2024-12-05,2947,14735,December,2024-12
5466,1096,135,2,2023-08-31,41806,83612,August,2023-08
5467,1859,101,1,2024-08-22,15995,15995,August,2024-08
5468,1414,136,4,2024-05-17,10827,43308,May,2024-05
5469,1235,125,4,2024-08-26,59350,237400,August,2024-08
5470,1898,134,1,2023-10-30,4090,4090,October,2023-10
5471,1062,125,3,2023-08-23,59350,178050,August,2023-08
5472,1256,116,3,2025-11-27,65125,195375,November,2025-11
5473,1561,134,2,2023-05-19,4090,8180,May,2023-05
5474,1905,129,4,2023-07-14,57086,228344,July,2023-07
5475,1348,119,3,2024-10-08,53907,161721,October,2024-10
5476,1671,123,3,2023-01-01,18631,55893,January,2023-01
5477,1124,119,4,2024-07-14,53907,215628,July,2024-07
5478,1482,125,5,2024-12-13,59350,296750,December,2024-12
5479,1317,116,3,2024-02-17,65125,195375,February,2024-02
5480,1504,109,1,2024-06-21,16223,16223,June,2024-06
5481,1719,101,2,2024-03-04,15995,31990,March,2024-03
5482,1048,119,3,2023-08-23,53907,161721,August,2023-08
5483,1409,133,3,2023-12-15,69292,207876,December,2023-12
5484,1932,134,5,2024-01-31,4090,20450,January,2024-01
5485,1136,116,1,2024-02-20,65125,65125,February,2024-02
5486,1201,118,2,2025-07-04,5511,11022,July,2025-07
5487,1250,134,3,2025-12-10,4090,12270,December,2025-12
5488,1314,125,2,2023-03-22,59350,118700,March,2023-03
5489,1869,106,4,2023-02-05,37394,149576,February,2023-02
5490,1368,121,3,2025-12-26,72132,216396,December,2025-12
5491,1429,106,3,2024-10-02,37394,112182,October,2024-10
5492,1830,132,4,2025-05-31,11594,46376,May,2025-05
5493,1807,131,5,2025-01-26,31751,158755,January,2025-01
5494,1480,110,3,2024-09-14,41290,123870,September,2024-09
5495,1314,130,2,2024-04-12,67003,134006,April,2024-04
5496,1500,118,1,2023-12-22,5511,5511,December,2023-12
5497,1721,124,2,2024-12-09,2947,5894,December,2024-12
5498,1355,109,5,2025-10-16,16223,81115,October,2025-10
5499,1485,131,1,2025-06-20,31751,31751,June,2025-06
5500,1211,115,2,2024-11-03,63155,126310,November,2024-11
5501,1704,104,2,2024-03-14,55086,110172,March,2024-03
5502,1044,109,4,2024-06-14,16223,64892,June,2024-06
5503,1541,109,5,2023-05-07,16223,81115,May,2023-05
5504,1571,126,4,2023-07-24,65925,263700,July,2023-07
5505,1583,104,1,2023-01-29,55086,55086,January,2023-01
5506,1092,117,4,2024-03-20,68169,272676,March,2024-03
5507,1265,116,5,2025-08-23,65125,325625,August,2025-08
5508,1895,115,3,2024-04-08,63155,189465,April,2024-04
5509,1220,135,3,2023-05-31,41806,125418,May,2023-05
5510,1902,105,1,2023-08-28,6465,6465,August,2023-08
5511,1925,105,3,2023-09-23,6465,19395,September,2023-09
5512,1442,120,4,2025-07-01,28893,115572,July,2025-07
5513,1401,115,1,2024-05-11,63155,63155,May,2024-05
5514,1400,118,5,2024-11-15,5511,27555,November,2024-11
5515,1727,102,1,2023-06-07,1060,1060,June,2023-06
5516,1991,129,1,2023-06-21,57086,57086,June,2023-06
5517,1899,113,2,2024-05-08,969,1938,May,2024-05
5518,1789,104,2,2025-08-27,55086,110172,August,2025-08
5519,1576,110,1,2024-11-06,41290,41290,November,2024-11
5520,1858,131,3,2024-10-20,31751,95253,October,2024-10
5521,1804,108,2,2025-06-21,60463,120926,June,2025-06
5522,1490,103,5,2024-10-27,77020,385100,October,2024-10
5523,1485,109,4,2024-01-02,16223,64892,January,2024-01
5524,1757,130,2,2024-07-03,67003,134006,July,2024-07
5525,1470,111,1,2024-10-04,67421,67421,October,2024-10
5526,1574,135,3,2023-09-12,41806,125418,September,2023-09
5527,1938,113,4,2023-07-27,969,3876,July,2023-07
5528,1844,136,2,2024-03-25,10827,21654,March,2024-03
5529,1682,113,3,2023-04-05,969,2907,April,2023-04
5530,1445,112,3,2025-04-18,65020,195060,April,2025-04
5531,1269,110,3,2024-04-22,41290,123870,April,2024-04
5532,1267,109,1,2024-11-13,16223,16223,November,2024-11
5533,1054,107,5,2025-01-31,44331,221655,January,2025-01
5534,1528,102,3,2023-07-09,1060,3180,July,2023-07
5535,1520,123,4,2024-12-11,18631,74524,December,2024-12
5536,1616,121,2,2025-01-25,72132,144264,January,2025-01
5537,1059,123,4,2025-04-15,18631,74524,April,2025-04
5538,1825,129,1,2023-05-13,57086,57086,May,2023-05
5539,1040,114,1,2023-02-24,59935,59935,February,2023-02
5540,1237,126,4,2024-05-24,65925,263700,May,2024-05
5541,1955,105,5,2024-10-31,6465,32325,October,2024-10
5542,1386,131,1,2024-02-14,31751,31751,February,2024-02
5543,1606,125,1,2025-09-13,59350,59350,September,2025-09
5544,1734,131,4,2025-01-03,31751,127004,January,2025-01
5545,1716,120,1,2023-09-16,28893,28893,September,2023-09
5546,1650,117,5,2023-10-26,68169,340845,October,2023-10
5547,1300,102,5,2024-07-14,1060,5300,July,2024-07
5548,1395,125,5,2023-10-24,59350,296750,October,2023-10
5549,1207,113,2,2023-12-28,969,1938,December,2023-12
5550,1336,128,5,2024-08-11,67635,338175,August,2024-08
5551,1593,106,5,2023-05-07,37394,186970,May,2023-05
5552,1730,103,2,2023-07-16,77020,154040,July,2023-07
5553,1514,135,3,2023-08-09,41806,125418,August,2023-08
5554,1178,118,1,2025-09-21,5511,5511,September,2025-09
5555,1396,111,5,2023-04-01,67421,337105,April,2023-04
5556,1371,120,1,2024-02-15,28893,28893,February,2024-02
5557,1858,105,4,2023-01-08,6465,25860,January,2023-01
5558,1791,119,1,2024-06-27,53907,53907,June,2024-06
5559,1658,122,2,2024-04-12,25858,51716,April,2024-04
5560,1318,119,1,2023-11-16,53907,53907,November,2023-11
5561,1736,116,1,2023-09-26,65125,65125,September,2023-09
5562,1369,124,1,2023-03-02,2947,2947,March,2023-03
5563,1384,104,3,2025-03-07,55086,165258,March,2025-03
5564,1062,115,3,2024-07-06,63155,189465,July,2024-07
5565,1806,125,4,2025-07-14,59350,237400,July,2025-07
5566,1505,135,2,2024-10-22,41806,83612,October,2024-10
5567,1239,114,1,2024-12-16,59935,59935,December,2024-12
5568,1195,119,1,2025-02-17,53907,53907,February,2025-02
5569,1678,136,1,2023-07-13,10827,10827,July,2023-07
5570,1963,107,1,2024-04-26,44331,44331,April,2024-04
5571,1222,130,3,2025-05-04,67003,201009,May,2025-05
5572,1061,119,4,2024-05-12,53907,215628,May,2024-05
5573,1129,125,5,2023-07-31,59350,296750,July,2023-07
5574,1990,116,2,2024-10-26,65125,130250,October,2024-10
5575,1685,108,1,2024-10-31,60463,60463,October,2024-10
5576,1992,118,4,2023-08-09,5511,22044,August,2023-08
5577,1156,128,5,2023-09-30,67635,338175,September,2023-09
5578,1917,116,4,2023-10-06,65125,260500,October,2023-10
5579,1378,119,3,2025-03-26,53907,161721,March,2025-03
5580,1622,117,5,2023-10-03,68169,340845,October,2023-10
5581,1781,113,4,2025-10-01,969,3876,October,2025-10
5582,1923,107,3,2024-05-28,44331,132993,May,2024-05
5583,1868,127,4,2025-07-11,35973,143892,July,2025-07
5584,1903,110,4,2024-10-03,41290,165160,October,2024-10
5585,1790,134,5,2024-05-19,4090,20450,May,2024-05
5586,1586,136,3,2024-08-12,10827,32481,August,2024-08
5587,1999,125,1,2025-02-10,59350,59350,February,2025-02
5588,1437,106,2,2025-01-09,37394,74788,January,2025-01
5589,1975,124,5,2024-11-05,2947,14735,November,2024-11
5590,1207,118,3,2025-10-10,5511,16533,October,2025-10
5591,1388,123,4,2023-05-08,18631,74524,May,2023-05
5592,1480,106,3,2024-05-17,37394,112182,May,2024-05
5593,1791,129,2,2025-06-20,57086,114172,June,2025-06
5594,1887,125,2,2024-06-26,59350,118700,June,2024-06
5595,1838,117,1,2024-05-06,68169,68169,May,2024-05
5596,1984,124,1,2025-11-10,2947,2947,November,2025-11
5597,1340,111,2,2024-12-14,67421,134842,December,2024-12
5598,1869,126,5,2025-03-01,65925,329625,March,2025-03
5599,1340,134,5,2024-02-20,4090,20450,February,2024-02
5600,1204,128,4,2023-05-28,67635,270540,May,2023-05
5601,1161,103,1,2025-08-27,77020,77020,August,2025-08
5602,1540,111,4,2023-01-29,67421,269684,January,2023-01
5603,1392,114,1,2023-11-04,59935,59935,November,2023-11
5604,1769,126,2,2023-06-11,65925,131850,June,2023-06
5605,1677,121,5,2025-05-18,72132,360660,May,2025-05
5606,1575,130,5,2025-05-01,67003,335015,May,2025-05
5607,1534,108,2,2023-03-02,60463,120926,March,2023-03
5608,1070,120,4,2023-05-05,28893,115572,May,2023-05
5609,1893,132,4,2025-12-30,11594,46376,December,2025-12
5610,1405,122,3,2025-04-17,25858,77574,April,2025-04
5611,1608,107,1,2024-04-10,44331,44331,April,2024-04
5612,1675,109,4,2023-08-31,16223,64892,August,2023-08
5613,1591,101,2,2024-04-17,15995,31990,April,2024-04
5614,1517,129,4,2025-08-16,57086,228344,August,2025-08
5615,1828,108,5,2024-06-16,60463,302315,June,2024-06
5616,1120,104,1,2024-05-08,55086,55086,May,2024-05
5617,1814,135,3,2025-06-17,41806,125418,June,2025-06
5618,1690,103,1,2023-03-23,77020,77020,March,2023-03
5619,1688,107,5,2025-05-05,44331,221655,May,2025-05
5620,1902,127,5,2025-05-28,35973,179865,May,2025-05
5621,1217,101,5,2025-07-11,15995,79975,July,2025-07
5622,1056,127,5,2023-01-12,35973,179865,January,2023-01
5623,1366,116,2,2024-03-24,65125,130250,March,2024-03
5624,1699,107,3,2025-01-31,44331,132993,January,2025-01
5625,1504,123,5,2023-01-26,18631,93155,January,2023-01
5626,1744,111,5,2024-05-22,67421,337105,May,2024-05
5627,1767,133,4,2023-03-03,69292,277168,March,2023-03
5628,1925,136,3,2023-08-17,10827,32481,August,2023-08
5629,1455,117,1,2024-08-29,68169,68169,August,2024-08
5630,1104,135,3,2025-11-24,41806,125418,November,2025-11
5631,1077,105,3,2025-06-09,6465,19395,June,2025-06
5632,1230,132,3,2025-01-30,11594,34782,January,2025-01
5633,1914,103,5,2024-08-17,77020,385100,August,2024-08
5634,1258,135,5,2025-11-14,41806,209030,November,2025-11
5635,1264,114,2,2025-11-21,59935,119870,November,2025-11
5636,1331,131,1,2025-11-01,31751,31751,November,2025-11
5637,1993,131,4,2023-01-01,31751,127004,January,2023-01
5638,1182,117,3,2023-05-13,68169,204507,May,2023-05
5639,1893,124,1,2023-03-27,2947,2947,March,2023-03
5640,1768,123,1,2024-05-30,18631,18631,May,2024-05
5641,1550,118,2,2023-06-24,5511,11022,June,2023-06
5642,1688,114,4,2025-02-01,59935,239740,February,2025-02
5643,1027,115,3,2025-11-10,63155,189465,November,2025-11
5644,1276,115,4,2025-09-23,63155,252620,September,2025-09
5645,1652,106,2,2024-07-31,37394,74788,July,2024-07
5646,1299,127,5,2023-02-18,35973,179865,February,2023-02
5647,1957,115,1,2024-06-11,63155,63155,June,2024-06
5648,1799,136,3,2023-05-25,10827,32481,May,2023-05
5649,1091,108,5,2025-01-31,60463,302315,January,2025-01
5650,1480,115,2,2025-07-17,63155,126310,July,2025-07
5651,1573,103,4,2025-03-04,77020,308080,March,2025-03
5652,1458,113,1,2023-11-15,969,969,November,2023-11
5653,1451,134,3,2024-11-28,4090,12270,November,2024-11
5654,1365,124,5,2025-04-26,2947,14735,April,2025-04
5655,1859,132,5,2025-02-21,11594,57970,February,2025-02
5656,1675,132,1,2023-02-11,11594,11594,February,2023-02
5657,1351,130,4,2024-06-12,67003,268012,June,2024-06
5658,1655,113,2,2023-10-19,969,1938,October,2023-10
5659,1400,101,4,2025-08-26,15995,63980,August,2025-08
5660,1253,134,4,2023-04-07,4090,16360,April,2023-04
5661,1781,115,4,2023-03-15,63155,252620,March,2023-03
5662,1881,114,1,2025-12-27,59935,59935,December,2025-12
5663,1803,129,1,2025-01-27,57086,57086,January,2025-01
5664,1459,134,2,2023-07-27,4090,8180,July,2023-07
5665,1699,118,4,2024-02-14,5511,22044,February,2024-02
5666,1917,107,1,2023-11-27,44331,44331,November,2023-11
5667,1499,129,2,2023-12-10,57086,114172,December,2023-12
5668,1950,131,2,2025-09-15,31751,63502,September,2025-09
5669,1971,125,4,2025-02-09,59350,237400,February,2025-02
5670,1926,114,3,2023-03-15,59935,179805,March,2023-03
5671,1508,108,4,2023-09-11,60463,241852,September,2023-09
5672,1304,127,3,2025-08-16,35973,107919,August,2025-08
5673,1501,102,2,2025-03-30,1060,2120,March,2025-03
5674,1803,117,1,2025-09-12,68169,68169,September,2025-09
5675,1598,114,5,2023-11-28,59935,299675,November,2023-11
5676,1166,125,2,2025-01-16,59350,118700,January,2025-01
5677,1415,130,1,2025-04-15,67003,67003,April,2025-04
5678,1462,129,2,2024-03-30,57086,114172,March,2024-03
5679,1920,120,4,2023-11-09,28893,115572,November,2023-11
5680,1114,121,3,2025-10-14,72132,216396,October,2025-10
5681,1433,122,2,2023-08-16,25858,51716,August,2023-08
5682,1992,135,1,2025-04-13,41806,41806,April,2025-04
5683,1356,116,4,2025-05-07,65125,260500,May,2025-05
5684,1928,117,5,2025-03-28,68169,340845,March,2025-03
5685,1695,116,4,2025-10-14,65125,260500,October,2025-10
5686,1207,102,3,2024-06-11,1060,3180,June,2024-06
5687,1768,104,4,2025-08-07,55086,220344,August,2025-08
5688,1235,121,5,2024-03-02,72132,360660,March,2024-03
5689,1442,134,1,2023-02-11,4090,4090,February,2023-02
5690,1355,130,2,2024-04-09,67003,134006,April,2024-04
5691,1515,106,3,2023-10-05,37394,112182,October,2023-10
5692,1208,117,5,2025-04-15,68169,340845,April,2025-04
5693,1709,125,3,2023-01-19,59350,178050,January,2023-01
5694,1853,105,4,2023-03-07,6465,25860,March,2023-03
5695,1125,105,3,2023-06-16,6465,19395,June,2023-06
5696,1138,120,5,2025-10-16,28893,144465,October,2025-10
5697,1339,116,2,2024-02-07,65125,130250,February,2024-02
5698,1537,109,2,2024-02-13,16223,32446,February,2024-02
5699,1068,105,3,2023-04-22,6465,19395,April,2023-04
5700,1573,102,1,2024-08-19,1060,1060,August,2024-08
5701,1541,109,3,2024-10-12,16223,48669,October,2024-10
5702,1383,136,4,2025-11-28,10827,43308,November,2025-11
5703,1019,122,2,2023-04-15,25858,51716,April,2023-04
5704,1683,122,2,2023-11-20,25858,51716,November,2023-11
5705,1450,122,2,2025-09-18,25858,51716,September,2025-09
5706,1074,134,1,2024-03-04,4090,4090,March,2024-03
5707,1573,129,1,2024-09-26,57086,57086,September,2024-09
5708,1939,133,5,2024-12-30,69292,346460,December,2024-12
5709,1665,118,3,2025-06-07,5511,16533,June,2025-06
5710,1276,107,3,2025-12-20,44331,132993,December,2025-12
5711,1048,101,4,2024-01-28,15995,63980,January,2024-01
5712,1211,133,2,2023-07-23,69292,138584,July,2023-07
5713,1855,101,1,2023-09-15,15995,15995,September,2023-09
5714,1920,124,4,2024-04-30,2947,11788,April,2024-04
5715,1651,104,4,2024-03-21,55086,220344,March,2024-03
5716,1622,104,1,2025-10-20,55086,55086,October,2025-10
5717,1994,118,3,2023-12-08,5511,16533,December,2023-12
5718,1695,127,2,2023-05-13,35973,71946,May,2023-05
5719,1540,132,3,2024-03-18,11594,34782,March,2024-03
5720,1709,133,4,2023-09-10,69292,277168,September,2023-09
5721,1191,128,2,2023-09-22,67635,135270,September,2023-09
5722,1315,136,5,2023-04-03,10827,54135,April,2023-04
5723,1901,106,4,2023-05-18,37394,149576,May,2023-05
5724,1563,116,3,2025-09-28,65125,195375,September,2025-09
5725,1661,134,3,2023-11-03,4090,12270,November,2023-11
5726,1780,123,3,2023-09-23,18631,55893,September,2023-09
5727,1562,124,1,2024-10-07,2947,2947,October,2024-10
5728,1900,113,4,2023-11-14,969,3876,November,2023-11
5729,1758,118,2,2025-06-19,5511,11022,June,2025-06
5730,1113,113,3,2024-03-29,969,2907,March,2024-03
5731,1170,117,3,2023-07-10,68169,204507,July,2023-07
5732,1468,115,1,2025-04-10,63155,63155,April,2025-04
5733,1678,118,2,2023-07-06,5511,11022,July,2023-07
5734,1921,123,4,2025-03-29,18631,74524,March,2025-03
5735,1014,130,5,2025-10-17,67003,335015,October,2025-10
5736,1715,134,1,2023-05-12,4090,4090,May,2023-05
5737,1288,104,4,2025-05-21,55086,220344,May,2025-05
5738,1907,103,5,2024-09-26,77020,385100,September,2024-09
5739,1189,107,3,2024-11-21,44331,132993,November,2024-11
5740,1914,118,3,2024-11-22,5511,16533,November,2024-11
5741,1155,107,2,2025-11-23,44331,88662,November,2025-11
5742,1567,106,5,2024-08-04,37394,186970,August,2024-08
5743,1694,122,3,2023-06-20,25858,77574,June,2023-06
5744,1722,101,3,2025-02-22,15995,47985,February,2025-02
5745,1888,104,2,2025-12-18,55086,110172,December,2025-12
5746,1471,129,4,2023-06-30,57086,228344,June,2023-06
5747,1075,121,3,2023-01-19,72132,216396,January,2023-01
5748,1277,126,1,2025-05-30,65925,65925,May,2025-05
5749,1940,114,1,2023-06-24,59935,59935,June,2023-06
5750,1645,109,4,2023-02-23,16223,64892,February,2023-02
5751,1343,112,5,2024-11-25,65020,325100,November,2024-11
5752,1425,106,2,2025-05-12,37394,74788,May,2025-05
5753,1571,120,1,2023-12-15,28893,28893,December,2023-12
5754,1511,124,1,2024-03-18,2947,2947,March,2024-03
5755,1857,127,4,2025-04-12,35973,143892,April,2025-04
5756,1182,108,5,2024-08-02,60463,302315,August,2024-08
5757,1458,101,5,2023-10-09,15995,79975,October,2023-10
5758,1918,124,4,2023-12-26,2947,11788,December,2023-12
5759,1851,107,1,2025-07-03,44331,44331,July,2025-07
5760,1833,119,2,2025-04-02,53907,107814,April,2025-04
5761,1064,122,1,2025-06-10,25858,25858,June,2025-06
5762,1839,135,5,2025-08-10,41806,209030,August,2025-08
5763,1260,130,1,2024-10-02,67003,67003,October,2024-10
5764,1193,129,2,2025-10-28,57086,114172,October,2025-10
5765,1655,122,3,2024-07-16,25858,77574,July,2024-07
5766,1616,111,1,2024-05-05,67421,67421,May,2024-05
5767,1972,120,4,2023-12-07,28893,115572,December,2023-12
5768,1406,129,3,2024-04-16,57086,171258,April,2024-04
5769,1726,134,4,2023-09-06,4090,16360,September,2023-09
5770,1754,101,4,2023-08-23,15995,63980,August,2023-08
5771,1943,131,4,2025-04-03,31751,127004,April,2025-04
5772,1721,130,1,2024-09-23,67003,67003,September,2024-09
5773,1093,118,5,2024-06-12,5511,27555,June,2024-06
5774,1430,117,3,2023-05-02,68169,204507,May,2023-05
5775,1654,114,2,2025-06-10,59935,119870,June,2025-06
5776,1434,123,5,2023-01-10,18631,93155,January,2023-01
5777,1404,125,1,2025-04-17,59350,59350,April,2025-04
5778,1434,115,4,2025-01-22,63155,252620,January,2025-01
5779,1112,122,2,2025-06-04,25858,51716,June,2025-06
5780,1929,103,3,2024-04-08,77020,231060,April,2024-04
5781,1375,119,5,2024-12-12,53907,269535,December,2024-12
5782,1059,134,5,2024-12-28,4090,20450,December,2024-12
5783,1043,135,2,2024-12-17,41806,83612,December,2024-12
5784,1207,101,1,2023-03-21,15995,15995,March,2023-03
5785,1780,121,3,2024-04-24,72132,216396,April,2024-04
5786,1296,129,2,2025-06-20,57086,114172,June,2025-06
5787,1118,106,4,2025-06-09,37394,149576,June,2025-06
5788,1532,101,3,2023-01-18,15995,47985,January,2023-01
5789,1222,101,5,2023-07-21,15995,79975,July,2023-07
5790,1166,127,2,2025-01-10,35973,71946,January,2025-01
5791,1643,121,5,2023-11-15,72132,360660,November,2023-11
5792,1156,116,5,2023-08-05,65125,325625,August,2023-08
5793,1184,126,5,2025-11-23,65925,329625,November,2025-11
5794,1090,116,1,2023-09-23,65125,65125,September,2023-09
5795,1094,128,5,2024-12-24,67635,338175,December,2024-12
5796,1013,101,4,2025-02-13,15995,63980,February,2025-02
5797,1973,136,4,2024-02-17,10827,43308,February,2024-02
5798,1834,110,3,2025-11-01,41290,123870,November,2025-11
5799,1805,117,5,2024-02-05,68169,340845,February,2024-02
5800,1945,123,5,2024-12-24,18631,93155,December,2024-12
5801,1742,107,2,2023-10-09,44331,88662,October,2023-10
5802,1834,107,1,2024-12-23,44331,44331,December,2024-12
5803,1804,115,3,2025-01-20,63155,189465,January,2025-01
5804,1438,134,5,2023-09-25,4090,20450,September,2023-09
5805,1538,104,2,2023-10-25,55086,110172,October,2023-10
5806,1587,114,1,2024-07-23,59935,59935,July,2024-07
5807,1968,114,3,2024-05-23,59935,179805,May,2024-05
5808,1876,116,3,2024-06-29,65125,195375,June,2024-06
5809,1936,107,5,2025-02-13,44331,221655,February,2025-02
5810,1811,132,3,2023-12-31,11594,34782,December,2023-12
5811,1150,119,2,2024-06-30,53907,107814,June,2024-06
5812,1660,102,3,2023-09-28,1060,3180,September,2023-09
5813,1008,110,4,2025-01-08,41290,165160,January,2025-01
5814,1029,117,2,2024-06-20,68169,136338,June,2024-06
5815,1296,112,1,2023-02-28,65020,65020,February,2023-02
5816,1986,106,1,2023-03-27,37394,37394,March,2023-03
5817,1926,122,5,2025-02-01,25858,129290,February,2025-02
5818,1721,132,5,2024-01-25,11594,57970,January,2024-01
5819,1640,120,4,2024-12-19,28893,115572,December,2024-12
5820,1340,101,1,2025-05-05,15995,15995,May,2025-05
5821,1628,106,1,2023-05-29,37394,37394,May,2023-05
5822,1439,119,1,2024-08-05,53907,53907,August,2024-08
5823,1144,118,1,2023-05-01,5511,5511,May,2023-05
5824,1942,106,3,2025-02-03,37394,112182,February,2025-02
5825,1830,133,2,2024-08-27,69292,138584,August,2024-08
5826,1747,123,2,2023-09-13,18631,37262,September,2023-09
5827,1519,123,4,2025-02-04,18631,74524,February,2025-02
5828,1976,126,3,2025-05-13,65925,197775,May,2025-05
5829,1045,113,1,2025-03-10,969,969,March,2025-03
5830,1955,107,1,2023-02-28,44331,44331,February,2023-02
5831,1239,115,5,2025-10-18,63155,315775,October,2025-10
5832,1952,127,5,2025-12-28,35973,179865,December,2025-12
5833,1944,126,4,2024-01-23,65925,263700,January,2024-01
5834,1155,133,1,2025-02-24,69292,69292,February,2025-02
5835,1181,115,4,2024-08-15,63155,252620,August,2024-08
5836,1215,136,3,2025-06-27,10827,32481,June,2025-06
5837,1088,127,2,2024-07-19,35973,71946,July,2024-07
5838,1256,105,1,2024-02-03,6465,6465,February,2024-02
5839,1511,102,3,2025-06-17,1060,3180,June,2025-06
5840,1073,133,1,2023-10-20,69292,69292,October,2023-10
5841,1931,116,5,2024-04-29,65125,325625,April,2024-04
5842,1179,123,4,2025-03-13,18631,74524,March,2025-03
5843,1212,116,5,2025-06-08,65125,325625,June,2025-06
5844,1805,114,2,2023-09-01,59935,119870,September,2023-09
5845,1234,129,5,2025-08-17,57086,285430,August,2025-08
5846,1465,126,1,2025-03-26,65925,65925,March,2025-03
5847,1751,135,5,2023-09-30,41806,209030,September,2023-09
5848,1223,115,1,2024-06-03,63155,63155,June,2024-06
5849,1631,103,2,2024-07-21,77020,154040,July,2024-07
5850,1825,123,5,2024-09-29,18631,93155,September,2024-09
5851,1264,129,4,2023-06-08,57086,228344,June,2023-06
5852,1207,134,4,2024-10-13,4090,16360,October,2024-10
5853,1607,133,4,2023-06-25,69292,277168,June,2023-06
5854,1885,123,5,2024-09-11,18631,93155,September,2024-09
5855,1734,107,5,2023-07-30,44331,221655,July,2023-07
5856,1366,103,5,2024-03-22,77020,385100,March,2024-03
5857,1276,132,1,2024-08-08,11594,11594,August,2024-08
5858,1380,131,2,2023-06-16,31751,63502,June,2023-06
5859,1743,118,4,2024-04-04,5511,22044,April,2024-04
5860,1309,107,1,2025-07-04,44331,44331,July,2025-07
5861,1631,101,4,2025-11-18,15995,63980,November,2025-11
5862,1268,114,1,2024-12-14,59935,59935,December,2024-12
5863,1945,132,5,2025-04-20,11594,57970,April,2025-04
5864,1785,106,4,2025-05-17,37394,149576,May,2025-05
5865,1064,110,5,2024-11-18,41290,206450,November,2024-11
5866,1810,107,4,2023-11-26,44331,177324,November,2023-11
5867,1350,126,3,2023-04-05,65925,197775,April,2023-04
5868,1925,134,1,2025-02-23,4090,4090,February,2025-02
5869,1915,130,3,2024-10-10,67003,201009,October,2024-10
5870,1494,136,1,2023-12-19,10827,10827,December,2023-12
5871,1523,121,2,2025-07-18,72132,144264,July,2025-07
5872,1098,117,4,2025-07-29,68169,272676,July,2025-07
5873,1946,133,2,2025-09-10,69292,138584,September,2025-09
5874,1071,110,2,2025-11-08,41290,82580,November,2025-11
5875,1364,112,1,2024-10-07,65020,65020,October,2024-10
5876,1570,116,3,2024-09-17,65125,195375,September,2024-09
5877,1802,132,5,2023-05-19,11594,57970,May,2023-05
5878,1763,115,1,2024-12-16,63155,63155,December,2024-12
5879,1276,127,5,2025-01-31,35973,179865,January,2025-01
5880,1050,128,2,2023-09-12,67635,135270,September,2023-09
5881,1358,117,5,2024-11-06,68169,340845,November,2024-11
5882,1728,102,3,2023-04-02,1060,3180,April,2023-04
5883,1906,136,1,2025-12-28,10827,10827,December,2025-12
5884,1928,107,3,2023-02-06,44331,132993,February,2023-02
5885,1564,113,3,2023-05-20,969,2907,May,2023-05
5886,1783,115,1,2025-05-16,63155,63155,May,2025-05
5887,1485,125,3,2024-11-10,59350,178050,November,2024-11
5888,1084,123,4,2023-05-17,18631,74524,May,2023-05
5889,1899,122,4,2023-07-09,25858,103432,July,2023-07
5890,1805,126,4,2023-12-08,65925,263700,December,2023-12
5891,1638,133,5,2025-10-25,69292,346460,October,2025-10
5892,1808,111,3,2025-08-29,67421,202263,August,2025-08
5893,1584,110,1,2024-10-23,41290,41290,October,2024-10
5894,1296,125,1,2023-08-31,59350,59350,August,2023-08
5895,1236,124,5,2024-02-19,2947,14735,February,2024-02
5896,1056,133,1,2024-12-07,69292,69292,December,2024-12
5897,1919,117,4,2023-12-09,68169,272676,December,2023-12
5898,1360,124,3,2024-11-12,2947,8841,November,2024-11
5899,1907,102,1,2024-10-14,1060,1060,October,2024-10
5900,1110,132,1,2023-05-26,11594,11594,May,2023-05
5901,1192,124,2,2023-11-19,2947,5894,November,2023-11
5902,1904,109,2,2023-05-02,16223,32446,May,2023-05
5903,1093,104,2,2023-11-07,55086,110172,November,2023-11
5904,1862,117,3,2024-08-23,68169,204507,August,2024-08
5905,1568,117,4,2024-04-19,68169,272676,April,2024-04
5906,1060,130,4,2024-07-23,67003,268012,July,2024-07
5907,1650,111,4,2024-07-28,67421,269684,July,2024-07
5908,1039,121,3,2023-12-13,72132,216396,December,2023-12
5909,1540,121,3,2025-03-30,72132,216396,March,2025-03
5910,1049,118,2,2024-01-17,5511,11022,January,2024-01
5911,1420,129,1,2023-03-13,57086,57086,March,2023-03
5912,1637,124,5,2024-06-04,2947,14735,June,2024-06
5913,1013,110,5,2025-07-21,41290,206450,July,2025-07
5914,1992,117,1,2023-12-05,68169,68169,December,2023-12
5915,1036,118,2,2024-10-25,5511,11022,October,2024-10
5916,1101,120,1,2023-02-09,28893,28893,February,2023-02
5917,1794,118,1,2024-07-27,5511,5511,July,2024-07
5918,1086,117,5,2025-08-23,68169,340845,August,2025-08
5919,1516,109,2,2024-08-03,16223,32446,August,2024-08
5920,1223,114,3,2023-06-19,59935,179805,June,2023-06
5921,1338,129,5,2024-12-01,57086,285430,December,2024-12
5922,1960,131,3,2024-05-25,31751,95253,May,2024-05
5923,1166,104,2,2024-08-06,55086,110172,August,2024-08
5924,1383,118,1,2025-09-10,5511,5511,September,2025-09
5925,1856,120,4,2024-04-03,28893,115572,April,2024-04
5926,1895,109,4,2024-06-12,16223,64892,June,2024-06
5927,1376,113,2,2023-12-07,969,1938,December,2023-12
5928,1471,115,4,2023-02-26,63155,252620,February,2023-02
5929,1790,127,3,2023-08-06,35973,107919,August,2023-08
